ETC_20150317_000001	Kepa
ETC_20200320_045496	{nl} {nl} {nl}● In Raid{nl} {nl}- A 20 seconds preparation time will be provided upon entering the Weekly Boss Raid. The boss monster will spawn after the preparation time is over.{nl}- The boss raid will be held for 7 minutes, and it will fail if your character is incapacitated or the raid takes longer than 7 minutes.{nl}- The boss monster will try to heal itself if its HP is below certain value.{nl}- The boss monster of the Weekly Boss Raid will grow resistance against some debuffs or status ailments as it is affected by those debuffs or status ailments.(This is the same mechanism for the characters growing immunity against the debuffs or status ailments in the PVP contents.)	{nl} {nl} {nl}● 레이드 진행{nl} {nl}- 주간 보스 레이드에 입장하면 20초의 대기시간이 주어지며, 해당 시간이 모두 소모되면 보스 몬스터가 등장하여 전투가 시작됩니다.{nl}- 레이드 진행 시간은 7분이며, 캐릭터가 전투 불능 상태가 되거나 제한시간이 초과되면 실패로 간주되어 종료됩니다.{nl}- 보스 몬스터는 일정 체력에 도달하면 체력 회복을 진행합니다.{nl}- 주간 보스 레이드에서 보스 몬스터는 일부 디버프나 상태 이상 효과에 걸릴 수록 점점 면역력이 증가합니다.(이 효과는 PvP 콘텐츠에서 캐릭터에게 일부 디버프나 상태 이상 효과에 걸릴 수록 점점 면역력이 증가하는 상태와 동일합니다.)				
ETC_20200320_045497	{nl} {nl} {nl}● Life Essence{nl} {nl}- You may use [Life Essence] in the Weekly Boss Raid.{nl}The Life Essence will recover HP of the character. 	{nl} {nl} {nl}● 생명의 정수{nl} {nl}- 주간 보스 레이드엔 캐릭터가 이용할 수 있는 장치로 [생명의 정수]가 있습니다.{nl}생명의 정수를 이용하면 캐릭터의 체력을 회복할 수 있습니다.				
ETC_20200320_045498	{nl} {nl} {nl}{@st66d_y}{s17}[Season]{/}{/}{nl} {nl}- The Weekly Boss Raid is a weekly seasonal content.{nl}- Each season will start on Monday 06:00 and end on Sunday 23:59.{nl}The Weekly Boss Raid Entry Count will reset when the season changes.{nl}The remaining time for the current season will be displayed at the bottom of	{nl} {nl} {nl}{@st66d_y}{s17}[시즌]{/}{/}{nl} {nl}- 주간 보스 레이드는 일주일 단위로 시즌이 분류되어 있습니다.{nl}-시즌은 매주 월요일 06시에 시작하여 일요일 23시59분에 종료됩니다.{nl}시즌이 변경되면 입장 횟수가 초기화되니 이용에 참고하십시오.{nl}현재 시즌의 남은 시간은 				
ETC_20200320_045499	Instance Dungeons Panel	컨텐츠 현황판				
ETC_20200320_045500	as a form of a gauge. 	의 아래의 게이지를 통해 확인할 수 있습니다.				
ETC_20200320_045501	{nl}- The boss and the map will change for every season, and the pattern of the battle will also change. The property, race, and defense type will be changed as well.{nl}The changes can be found at	{nl}- 매 시즌마다 보스 몬스터와 맵이 변경되며, 전투 중에 발생하는 패턴도 변경됩니다. 또한, 시즌마다 몬스터의 속성, 종족, 방어타입이 변경됩니다.{nl}해당 정보는 				
ETC_20200320_045502	Weekly Pattern Information	주간 패턴 정보				
ETC_20200320_045503	{nl} {nl} {nl}{@st66d_y}{s17}[Ranking]{/}{/}{nl} {nl}- The Weekly Boss Raid will count	{nl} {nl} {nl}{@st66d_y}{s17}[랭킹]{/}{/}{nl} {nl}- 주간 보스 레이드는 				
ETC_20200320_045504	Maximum Damage of one hit	1회 최고 대미지				
ETC_20200320_045505	for the ranking.{nl}-	를 기준으로 랭킹을 책정합니다.{nl}- 				
ETC_20200320_045506	is the total damage dealt to the boss during a single boss raid.{nl}- The ranking will be separated by the type, and only the highest damage recorded in the account will be counted for the ranking. 	는 주간 보스 레이드를 1회 진행할 때, 보스에게 가한 최대 누적 대미지입니다.{nl}- 랭킹은 계열별로 분류되며, 계정 내의 가장 높은 대미지를 기록한 하나의 계열만 적용됩니다.				
ETC_20200320_045507	{nl} {nl} {nl}{@st66d_y}{s17}[Rewards]{/}{/}{nl} {nl}- The rewards for the Weekly Boss Raid will change for each season.{nl}- There are Total Damage Reward and Type Ranking Reward.{nl}{#FF0000}{s16}※ Each reward can be claimed within 4 weeks since the update of the rewards.{/}{/}{nl} {nl} {nl}● Total Damage Reward{nl} {nl}The Total Damage Reward will be provided by{#FF0000}{s16} sum of all damage dealt to all boss monsters during the season.{/}{/}{nl}- If the total damage reaches a certain value, a reward for the value will be available at the [Total Damage Reward] button. If you click the available reward, it will be stamped and the reward will be provided to your character.{nl} {nl}- The Mercenary Badges can be used at the city of Klaipeda	{nl} {nl} {nl}{@st66d_y}{s17}[보상]{/}{/}{nl} {nl}- 주간 보스 레이드의 보상은 시즌마다 변경됩니다.{nl}- 주간 보스 레이드의 보상은 누적 대미지 보상과 계열 순위 보상이 있습니다.{nl}{#FF0000}{s16}※ 각 보상의 수령 기간은 보상 갱신일로부터 4주까지입니다.{/}{/}{nl} {nl} {nl}● 누적 대미지 보상{nl} {nl}누적 대미지 보상은{#FF0000}{s16}시즌 내에 모든 계열에서 주간 보스 몬스터에게 가한 누적 대미지를 합산{/}{/}하여 보상을 지급합니다.{nl}- 누적 대미지가 특정 수치에 도달하면 [누적 대미지 보상] 버튼을 통해 볼 수 있는 보상 목록에 획득 가능한 보상이 활성화됩니다. 활성화된 보상 목록을 누르면 스탬프가 찍히면서 보상을 획득하게 됩니다.{nl} {nl}- 획득한 보상 중 용병단 증표는 클라페다에 있는 				
ETC_20200320_045508	{nl} {nl} {nl}● Type Ranking Reward{nl} {nl}- Type Ranking Reward is calculated by	{nl} {nl} {nl}● 계열 순위 보상{nl} {nl}- 계열 순위 보상은 				
ETC_20200320_045509	and the rewards will be given accordingly.{nl}- Top 10 of each type will receive the Type Ranking Reward.{nl}- The calculation will begin after the season ends, and qualified individuals will receive the Type Ranking Reward upon the start of next season.{nl}- Only 1 Type Ranking Reward will be available even if an account is qualified for more than 2 types, and	에 의해 결정된 랭킹에 따라 보상을 지급합니다.{nl}- 랭킹 지급 대상은 각 계열의 10위까지 입니다.{nl}- 시즌 종료 시, 정산이 진행되며 정산이 완료되면 보상 순위 내에 도달한 유저들은 다음 시즌 시작 시 계열 순위 보상을 획득할 수 있습니다.{nl}- 한 계정에 두 개의 계열에 순위 진입을 했더라도{#FF0000}{s16}계열 순위 보상은 하나의 계열의 보상만 획득할 수 있으며, 보상 획득 기준은 				
ETC_20200320_045510	the type with higher value will receive the Type Ranking Reward.{/}{/}	가 더 많은 쪽의 계열 보상{/}{/}을 받게 됩니다.				
ETC_20200320_045511	{nl} {nl} {nl}{@st66d_y}{s17}[Notes]{/}{/}{nl} {nl}- You may not use Dispeller, Charm of Protection, Skill Scroll, Warp Scroll, and Warpstone in the Weekly Boss raid.{nl}- You may not use the Soul Crystal as well, and the Weekly Boss Raid will be suspended immediately if your character is incapacitated.{nl}- Your damage will not be recorded and your Entry Count will not be deducted if you leave, force quit, or abandon the Weekly Boss Raid.	{nl} {nl} {nl}{@st66d_y}{s17}[주의 사항]{/}{/}{nl} {nl}- 주간 보스 레이드에서는 디스펠러, 오마모리, 스킬 주문서, 워프 주문서, 귀환석 사용이 불가능합니다.{nl}- 주간 보스 레이드에서는 소울 크리스탈 사용이 불가능하며, 캐릭터가 죽으면 즉시 종료됩니다.{nl}- 전투 중 맵을 이탈하거나 강제 종료 또는 포기할 시, 대미지 기록이 되지 않으며 횟수가 차감되지 않습니다.				
ETC_20200320_045512	To win, you need to defend the Divine Torch from the hordes of monsters, which grow stronger and stronger as the stages progress.{nl}Among the monsters you will find the Lapemiters, which deal massive damage, as well as powerful monsters.	몰려오는 몬스터들로부터 신성의 횃불을 지켜내야하며, 스테이지가 올라갈수록 몬스터들이 강력해집니다.{nl}등장하는 몬스터 중에는 횃불에 몸을 던져 큰 대미지를 입히는 라페마이터와 강력한 보스가 나타나기도 하니 주의하십시오.	ETC_20190419_041257	To win, you need to defend the Divine Torch from the hordes of monsters, which grow stronger and stronger as the stages progress.{nl}Among the monsters you will find the Lapemiters, which deal massive damage, as well as powerful monsters.	몰려오는 몬스터들로부터 신성의 횃불을 지켜내야하며, 스테이지가 올라갈수록 몬스터들이 강력해집니다.{nl}등장하는 몬스터 중에는 횃불에 몸을 던져 큰 데미지를 입히는 라페마이터와 강력한 보스가 나타나기도 하니 주의하십시오.	
ETC_20200320_045513	Hunter Crocodile Couch	사냥꾼 악어 쇼파				
ETC_20200320_045514	Hunter Black Bear Rug	사냥꾼 흑곰 러그				
ETC_20200320_045515	Hunter Medal Collection	사냥꾼 메달 컬렉션				
ETC_20200320_045516	Hunter Boar Ornament	사냥꾼 멧돼지 장식				
ETC_20200320_045517	Hunter Fox Ornament	사냥꾼 여우 장식				
ETC_20200320_045518	Hunter Rabbit Ornament	사냥꾼 토끼 장식				
ETC_20200320_045519	Hunter Musket Ornament	사냥꾼 머스킷 장식				
ETC_20200320_045520	Hunter Pheasant Shelf	사냥꾼 꿩 선반				
ETC_20200320_045521	Hunter Pattern Screen	사냥꾼 문양 칸막이				
ETC_20200320_045522	Hunter Vertical Window	사냥꾼 세로 창문				
ETC_20200320_045523	Banquet Candlestick	연회장 촛대				
ETC_20200320_045524	Banquet Royal Carpet	연회장 로열 카펫				
ETC_20200320_045525	Banquet Flower Carpet	연회장 플라워 카펫				
ETC_20200320_045526	Banquet Serving Cart	연회장 서빙 카트				
ETC_20200320_045527	Banquet Luxurious Chair	연회장 고급 의자				
ETC_20200320_045528	Banquet Champagne Table	연회장 샴페인 테이블				
ETC_20200320_045529	Banquet Dessert Table	연회장 디저트 테이블				
ETC_20200320_045530	Banquet Dinning Table	연회장 다이닝 테이블				
ETC_20200320_045531	Banquet Large Door	연회장 대형 문				
ETC_20200320_045532	Banquet Gilded Frame	연회장 금테 액자				
ETC_20200320_045533	Banquet Masterpiece Frame	연회장 명화 액자				
ETC_20200320_045534	Banquet Gaslight	연회장 가스등				
ETC_20200320_045535	Banquet Luxurious Screen	연회장 고급 칸막이				
ETC_20200320_045536	Banquet Luxurious Shelf	연회장 고급 선반				
ETC_20200320_045537	Banquet Kupole Sculpture	연회장 큐폴 조각상				
ETC_20200320_045538	Banquet Swan Ornament	연회장 백조 장식				
ETC_20200320_045539	Banquet Luxurious Window	연회장 고급 창문				
ETC_20200320_045540	Sweet Medium Signboard	달콤 간판 중형				
ETC_20200320_045541	Demon Lord Zaura Figure	마군주 자우라 피규어				
ETC_20200320_045542	Weekly Boss	주간보스				
ETC_20200320_045543	Demon Lord Helgasercle Figure	마군주 헬가 세르클 피규어				
ETC_20200320_045544	Demon Lord Nuaele Figure	마군주 누아엘레 피규어				
ETC_20200320_045545	Demon Lord Mirtis Figure	마군주 미르티스 피규어				
ETC_20200320_045546	Demon Lord Blut Figure	마군주 블룻 피규어				
ETC_20200320_045547	Demon Lord Marnox Figure	마군주 마르녹스 피규어				
ETC_20200320_045548	Demon Lord Rexipher Figure	마군주 렉시퍼 피규어				
ETC_20200320_045549	Demon Lord Hauberk Figure	마군주 하우벅 피규어				
ETC_20200320_045550	Field Dungeon Error	필드 던전 에러				
ETC_20200320_045551	Weekly Boss Error	주간 보스 관련 에러.				
ETC_20200320_045552	TCP Broadcast Logic Change Log	TCP 브로드캐스트 변경 로직 관련 로그				
ETC_20200320_045553	Dimensional Collapse Point Error	균열 던전 관련 에러				
ETC_20200320_045554	Dimensional Collapse Point Information	균열 던전 관련 정보				
ETC_20200320_045555		TX 릭입니다. tx는 반드시 TxBegin 과 TxCommit 또는 TxRollBack 이 한쌍을 이뤄야합니다.				
ETC_20200320_045556	Weekly Boss Raid 1	주간보스 레이드 1				
ETC_20200320_045557	Weekly Boss Raid 2	주간보스 레이드 2				
ETC_20200320_045558	Weekly Boss Raid 3	주간보스 레이드 3				
ETC_20200320_045559	Weekly Boss Raid 4	주간보스 레이드 4				
ETC_20200320_045560	Weekly Boss Raid 5	주간보스 레이드 5				
ETC_20200320_045561	Weekly Boss Raid 6	주간보스 레이드 6				
ETC_20200320_045562	Weekly Boss Raid 7	주간보스 레이드 7				
ETC_20200320_045563	New Year Lucky Pot Festival	새해 복항아리 대축제				
ETC_20200320_045564	Coin lost by Joha. It can be obtained until the end of the event period.{nl}It will be removed after the event.{nl}You can exchange with items in the event shop of [Fishing Manager] Joha.	요하가 잃어버린 주화 입니다. 20년 3월 19일 점검 전까지 획득할 수 있습니다.{nl}20년 3월 19일 점검 시 삭제됩니다.{nl}[낚시터 관리인]요하의 이벤트 상점에서 보상과 교환할 수 있습니다.				
ETC_20200320_045565	New/Returning Savior Buff Activation Scroll	신규/복귀 버프 활성화 스크롤				
ETC_20200320_045566	Activates New/Returning Savior Buff upon use. Right-click to use. Cooldown of 1 minute. 	사용시 신규/복귀 버프를 활성화할 수 있습니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 1분.				
ETC_20200320_045567	[Reward] New/Returning Savior Buff Activation Scroll (14 Days)	[보상용]신규/복귀 버프 활성화 스크롤 (14일)				
ETC_20200320_045568	[Reward] New/Returning Savior Buff Activation Scroll (30 Days)	[보상용]신규/복귀 버프 활성화 스크롤 (30일)				
ETC_20200320_045569	[Event] Red Fish	[이벤트]빨간 물고기				
ETC_20200320_045570	A small red fish.{nl}The cat at the Fishing Spot loves it.{nl}Talk to the cat at the Fishing Spot to give the Red Fish and receive a buff. 	빨간색의 작은 물고기 입니다.{nl}낚시터 고양이가 좋아합니다.{nl} 낚시터 고양이에게 대화를 걸어 빨간 물고기를 주면 버프를 획득합니다. 				
