QUEST_20150317_000001	Please select the user requiring a quest update.
QUEST_20220204_014154	can be obtained from the following.{nl}{#003399}- Level Dungeon{/}{nl}{#003399}- Legend : Lepidoptera Junction (Solo, Party, Auto Match), Legend : White Witch's Forest (Party, Auto Match), Legend : Demonic Sanctuary (Party, Auto Match){/}{nl}{#003399}- Goddess Raid{/}{nl}{#003399}- Challenge Mode Solo{/}, {#003399}Challenge Mode Auto Match{/}, {#003399}Dimensional Collapse Point Stage 5 and above{/}{nl}{#003399}- Challenge Mode : Division Singularity Stage 2 or above, Challenge Mode : Division Singularity Stage 4 or above{/}{nl}{#003399}- Dropped randomly by defeating monsters in the player's level range{/}{nl}{#003399}- Clear Sole Hunt Madon Maid{/}, {#003399}Amiss Dog{/}, {#003399}Misrus{/},{#003399}Tel Harsha{/}{nl}{#003399}- Clear Res Sacrae Raid (Normal/Hard){/}{nl}{#003399}- New/Return Daily First Log-in{/}{nl}{#003399}- Every 60 minutes of log in{/}{nl}{#003399}- Complete certain event achievement{/}	는 다음 콘텐츠를 통해 획득하실 수 있습니다.{nl}{#003399}- 레벨던전{/},{nl}{#003399}- 레전드 : 나비목 접선지(1인,파티, 자동매칭), 레전드 : 하얀 마녀의 숲(파티, 자동매칭), 레전드 : 마신의 성소(파티, 자동매칭){/}{nl}{#003399}- 가디스 레이드{/}{nl}{#003399}- 챌린지 모드 1인{/}, {#003399}챌린지 모드 자동 매칭{/}, {#003399}차원 붕괴지점 5단계 이상{/}{nl}{#003399}- 챌린지 모드 : 분열 특이점 2단계 이상,챌린지 모드 : 분열 특이점 4단계 이상{/}{nl}{#003399}- 자신의 레벨대 몬스터 처치 시 일정 확률로 획득{/}{nl}{#003399}- 1인 레이드 보스 마돈 메이드{/}, {#003399}어미스독{/}, {#003399}머즈루스{/},{#003399}텔하르샤 클리어{/}{nl}{#003399}- 성물 레이드(노멀,하드) 클리어{/}{nl}{#003399}- 신규/복귀 일일 최초 접속{/}{nl}{#003399}- 60분 누적 접속시 마다{/}{nl}{#003399}- 특정 이벤트 업적 완료{/}				[이벤트] 큐폴 루타
QUEST_20220204_014155	/6th	/6주년				[이벤트] 큐폴 루타
QUEST_20220204_014156	can be obtained up to 1000. (up to 2000 on Saturday 6 AM ~ Monday 6 AM){nl}- Daily acquisition limit resets every 6AM EST.	는 일일 1000개 획득 가능합니다.(토요일 오전 06시~월요일 오전 06시까지 일일 2000개 제한){nl}- 일일 획득 제한은 매일 오전 06시 초기화 됩니다.				[이벤트] 큐폴 루타
QUEST_20220204_014157	{#003399}Will you receive the buff?{/}{nl}Event buff can be received 3 times daily (per team), and when the buff is already applied, the remaining time will be renewed.{nl}- Looting Chance + 1,000{nl}Maximum HP 10,000{nl}Maximum SP + 3,000 {nl}Movement Speed + 3{nl}Physical, Magic Attack + 1,000{nl}{#ff0000}※Does not apply in PVP area and Boss Raid Contents.(Team Battle League, Blockade, Guild Territory Wars, Weekly Boss Raid, Joint Strike Raid, Heroic Tale){/}	{#003399}버프를 적용 받으시겠어요?{/}{nl}이벤트 버프는 일일 3회 (팀당) 수령 가능하며, 이미 적용중일 경우 남은 시간이 갱신됩니다.{nl}- 루팅 찬스 + 1,000{nl}최대 HP 10,000{nl}최대 SP + 3,000 {nl} 이동 속도 + 3{nl} 물리,마법 공격력 + 1,000{nl}{#ff0000}※PVP 지역 및 보스 레이드 콘텐츠에서는 적용되지 않습니다.(팀 배틀 리그, 봉쇄전, 콜로니전,주간 보스레이드, 보스 협동전, 영웅담){/}				[이벤트] 큐폴 루타
QUEST_20220204_014158	To celebrate the 6th anniversary, 	6주년을 맞이해 구원자분들의 성장을 돕는 				[이벤트] 큐폴 루타
QUEST_20220204_014159	Golden Apple	황금사과				[이벤트] 큐폴 루타
QUEST_20220204_014160	that helps the savior's growth will be given!{nl}Up to 20 can be received per team weekly, and the acquisition limit resets every Monday at 6:00 AM EST!	를 지급해드립니다!{nl}매주 팀당 20개 수령 가능하며, 수령 제한은 매주 월요일 06시 00분에 초기화됩니다! 				[이벤트] 큐폴 루타
QUEST_20220204_014161	{@st66d_y}{s25}[Tip] Event Details{/}{/}{nl}1. Golden Apple that helps you grow will be given every week!(20 per team weekly/resets every Monday at 6:00 AM EST){nl}{@st66d_y}{s25}Effect of Golden Apple{/}{/}{nl}- EXP +300%{nl}- Movement Speed +2{nl}- Recovers STA by 1 per 5 seconds{nl}- Looting Chance +200{nl}{#FF0000}※Does not apply in PVP area and Boss Raid Contents.(Team Battle League, Blockade, Guild Territory Wars, Weekly Boss Raid, Joint Strike Raid, Heroic Tale){nl}※ Contents Reward x2 event has ended.{/}	{@st66d_y}{s25}[Tip] 이벤트 안내{/}{/}{nl}1. 성장을 도와드리는 황금 사과를 매주 드려요!(팀당 주당 1회 20개 지급/매주 월요일 오전 06시 초기화){nl}{@st66d_y}{s25}황금 사과 효과{/}{/}{nl}- 경험치 + 300%{nl}- 이동속도 +2{nl}- 5초마다 STA 1씩 회복{nl}- 루팅 찬스 +200{nl}{#FF0000}※PVP 지역 및 보스 레이드 콘텐츠에서는 적용되지 않습니다.(팀 배틀 리그, 봉쇄전, 콜로니전,주간 보스레이드, 보스 협동전,영웅담){nl}※ 콘텐츠 보상 2배 이벤트는 종료되었습니다.{/}				[이벤트] 큐폴 루타
QUEST_20220204_014162	[Event] Friendly Littleberk	[이벤트] 설날맞이 리틀벅				
QUEST_20220204_014163	Littleberk's has visited TOS! We have prepared various presents!	즐거운 설날! 다양한 선물을 준비했어!				[이벤트] 설날맞이 리틀벅
QUEST_20220204_014164	[Event] 2022 Coin	[이벤트] 2022 주화				
QUEST_20220204_014165	{/}.{nl}4. Complete 8 Berk's Visit Event Achievement and{#003399}	{/}를 획득하세요.{nl}4. 설날 이벤트 업적 8개를 완료하면 {#003399}				[이벤트] 설날맞이 리틀벅
QUEST_20220204_014166	Title - Had a Meaningful Holiday	칭호 - 설날을 알차게 보낸				[이벤트] 설날맞이 리틀벅
QUEST_20220204_014167	can be obtained from the following.{nl}{#003399}- Level Dungeon{/}{nl}{#003399}- Legend : Lepidoptera Junction (Solo, Party, Auto Match), Legend : White Witch's Forest (Party, Auto Match), Legend : Demonic Sanctuary (Party, Auto Match){/}{nl}{#003399}- Goddess Raid{/}{nl}{#003399}- Challenge Mode Solo{/}, {#003399}Challenge Mode Auto Match{/}, {#003399}- Challenge Mode : Division Singularity Stage 2 or above, Challenge Mode : Division Singularity Stage 4 or above{/}{nl}{#003399}- Dropped randomly by defeating monsters in the player's level range{/}{nl}{#003399}- Clear Sole Hunt Madon Maid{/}, {#003399}Amiss Dog{/}, {#003399}Misrus{/},{#003399}Tel Harsha{/}{nl}{#003399}- Clear Res Sacrae Raid (Normal/Hard){/}{nl}{#003399}- Clear Goddess Message: Memory of Flame{/}{nl}{#003399}- New/Return Daily First Log-in{/}{nl}{#003399}- Complete certain event achievement{/}	는 다음 콘텐츠를 통해 획득하실 수 있습니다.{nl}{#003399}- 레벨던전{/},{nl}{#003399}- 레전드 : 나비목 접선지(1인,파티, 자동매칭), 레전드 : 하얀 마녀의 숲(파티, 자동매칭), 레전드 : 마신의 성소(파티, 자동매칭){/}{nl}{#003399}- 가디스 레이드{/}{nl}{#003399}- 챌린지 모드 1인{/}, {#003399}챌린지 모드 자동 매칭{/},{#003399}- 챌린지 모드 : 분열 특이점 2단계 이상,챌린지 모드 : 분열 특이점 4단계 이상{/}{nl}{#003399}- 자신의 레벨대 몬스터 처치 시 일정 확률로 획득{/}{nl}{#003399}- 1인 레이드 보스 마돈 메이드{/}, {#003399}어미스독{/}, {#003399}머즈루스{/},{#003399}텔하르샤 클리어{/}{nl}{#003399}- 성물 레이드(노멀,하드) 클리어{/}{nl}{#003399}- 여신의 전언: 불꽃의 기억 클리어{/}{nl}{#003399}- 신규/복귀 일일 최초 접속{/}{nl}{#003399}- 특정 이벤트 업적 완료{/}				[이벤트] 설날맞이 리틀벅
QUEST_20220204_014168	can be obtained up to 500. (up to 1000 on Saturday 6 AM ~ Monday 6 AM){nl}- Daily acquisition limit resets every 6AM EST.	는 일일 500개 획득 가능합니다.(토요일 오전 06시~월요일 오전 06시까지 혹은 공휴일에는 일일 1000개 제한){nl}- 일일 획득 제한은 매일 오전 06시 초기화 됩니다.				[이벤트] 설날맞이 리틀벅
QUEST_20220204_014169	Event buff can be received 3 times per team daily, and when the buff is already applied, the remaining time will be renewed.{nl- }Looting Chance + 1,000{nl}- Maximum HP 5,000{nl}- Maximum SP + 1,000 {nl}- Movement Speed + 1{nl}- Physical, Magic Attack + 800{nl}{#ff0000}※Does not apply in PVP area and Boss Raid Contents.(Team Battle League, Blockade, Guild Territory Wars, Weekly Boss Raid, Joint Strike Raid, Heroic Tale){/}	이벤트 버프는 일일 3회 (팀당) 수령 가능하며, 이미 적용중일 경우 남은 시간이 갱신됩니다.{nl}- 루팅 찬스 + 1,000{nl}- 최대 HP 5,000{nl}- 최대 SP + 1,000 {nl}- 이동 속도 + 1{nl}- 물리,마법 공격력 + 800{nl}{#ff0000}※PVP 지역 및 보스 레이드 콘텐츠에서는 적용되지 않습니다.(팀 배틀 리그, 봉쇄전, 콜로니전,주간 보스레이드, 보스 협동전, 영웅담){/}				[이벤트] 설날맞이 리틀벅
QUEST_20220204_014170	This is not a good time. Please come later.	지금 좀 바쁘니 다음에 찾아와 주십시오.				헤오샤
QUEST_20220204_014171	I'm busy preparing the operation. Look for another person if you need help.	작전 준비로 바쁘니 도움이 필요하면 다른 사람을 찾아보게.				대장군 라민
QUEST_20220204_014172	Who should I believe.{nl}Are you on my side?	제가 누구를 믿으면 좋겠습니까.{nl}당신은 제 편입니까?				카오닐라 헨류시
QUEST_20220204_014173	Stop.	멈춰.				소녀의 환영
QUEST_20220204_014174	Can't go yet.	아직 가면 안 돼.				소녀의 환영
QUEST_20220204_014175	To you..	너에겐..				카오닐라 헨류시
QUEST_20220204_014176	I am sorry about everything.	모든 것이 미안하구나.				카오닐라 헨류시
QUEST_20220204_014177	This trip will be a harsh to a child.	어린아이에겐 가혹한 여행이 될 겁니다.				랑다 마스터
QUEST_20220204_014178	It'll be a long way.{nl}Let's move.	갈 길이 멀구나.{nl}어서 떠나자꾸나.				랑다 마스터
QUEST_20220204_014179	We should hurry to complete the Fate.	숙명을 완수하려면 서둘러야 겠어요.				랑다 소녀
QUEST_20220204_014180	A conclusion that no one wished for...	누구도 원하지 않던 결말..				소녀의 환영
QUEST_20220204_014181	She's coming.{nl}Be careful.	그녀가 오고 있어.{nl}조심해.				소녀의 환영
QUEST_20220204_014182	Demon?	마족?				
QUEST_20220204_014183	You've been hiding here.{nl}The depths of the Beholder's dark schemes are unmeasurable.	여기 숨어 있었군.{nl}주시자의 새카만 계략은 그 깊이를 알 수 없구나.				마족?
QUEST_20220204_014184	What promise did you make with the Beholder?{nl}You must have a reason of your own...	주시자와 무슨 약조를 했지?{nl}기구한 사정이 있겠구나..				마족?
QUEST_20220204_014185	I'll free you from the Beholder.	주시자의 장난감에서 벗어나게 해주마.				마족?
QUEST_20220204_014186	It'll be a gorgeous ornament.	아름다운 장식품이 되겠구나.				마족?
QUEST_20220204_014187	......{nl}Well.{nl}......	......{nl}그런데.{nl}......				마족?
QUEST_20220204_014188	What is this?	이건 뭐지?				마족?
QUEST_20220204_014189	What are you?{nl}You are not something in this world.	너는 정체가 무엇이지?{nl}지금 이 세계에 속하지 않은 존재로구나.				마족?
QUEST_20220204_014190	You don't need to know for now.{nl}Demon God Veliuona.	당신은 지금 알 필요가 없습니다.{nl}마신 벨리우오나여.				소녀의 환영
QUEST_20220204_014191	The power dwelling inside you..{nl}If I'm right, it means that I also played a role in Laima and Beholder's little play.	네게 깃든 힘의 정체..{nl}내 짐작이 맞는다면 나도 라이마와 주시자의 극 놀이에 놀아났다는 이야기로군.				마신 벨리우오나
QUEST_20220204_014192	Laima sometimes foresees something fun..	라이마는 이따금 참 재미있는 예지를 하지..				마신 벨리우오나
QUEST_20220204_014193	Your life still has its value.{nl}Thank Laima.	너희의 목숨이 아직 가치가 있겠구나.{nl}라이마에게 감사하거라.				마신 벨리우오나
QUEST_20220204_014194	And..{nl}Will this be too late for you?	참..{nl}네게는 늦은 이야기려나?				마신 벨리우오나
QUEST_20220204_014195	It'll be fine.	괜찮을 거야.				소녀의 환영
QUEST_20220204_014196	If you can do your part..	네가 역할대로 해낼 수 있다면..				소녀의 환영
QUEST_20220204_014197	Orsha Refugee	오르샤 피난민				
QUEST_20220204_014198	How did you know?{nl}Do you dare to mess up the Beholder's plan?	어떻게 알아차린 거지?{nl}네녀석들 설마 주시자님의 계획을 방해하려는 게냐?				오르샤 피난민
QUEST_20220204_014199	We were about to withdraw after sending the Rangdas safely.	랑다 녀석들만 무사히 보내고 모두 철수하려고 했다.				오르샤 피난민
QUEST_20220204_014200	But there's nothing I can do since we're caught.	하지만 들켜버린 이상 어쩔 수 없지.				오르샤 피난민
QUEST_20220204_014201	I'm done with my part anyway!{nl}If I just send the Rangdas to Orsha...	어차피 내 역할은 끝났다!{nl}랑다 녀석들을 오르샤로 보내기만 하면..				오르샤 피난민
QUEST_20220204_014202	So..{nl}Only you and that Wizard need to disappear!	그러니..{nl}네녀석과 그 마법사만 없어져 주면 돼!				오르샤 피난민
QUEST_20220204_014203	Moroth 	모로스				
QUEST_20220204_014204	There have been various issues during the several weeks after this.	그 뒤로 몇 주간 여러 가지 일이 있었다.				모로스
