SKILL_20150317_000001	Атака
SKILL_20190802_015868	Attack several enemies within range by throwing  spear. Attacked enemies become temporarily vulnerable to melee Физический attacks.{nl}Hits twice against slowed or immobile targets.
SKILL_20190802_015869	Build a Shield Charger that grants guild members with a protective Shield Gauge.  durability of  shield recovers automatically once it reaches a certain threshold.  shield's maximum health is equal to 2 times your own HP.{nl}This skill requires a [Shield Charger] item to install.
SKILL_20190802_015870	Shield Amount: #{CaptionRatio}#% of caster's HP{nl}Protectable Targets: #{CaptionRatio2}#{nl}Длительность: #{CaptionRatio3}# Секунд{nl}Shield Charger Длительность: 22 Секунд{nl}Requires Shield Charger x1
SKILL_20190802_015871	Call a horse и ride it. Your movement speed Увеличение и you gain  Pain Barrier buff. Cannot use if already mounted on a different Companion.{nl}Swash Buckling can be used while riding и Дополнительный effects are added to Templar skills such as Non-Invasive Area, Advanced Orders, Battle Orders и Flying Colors.{nl}Grants bonus seize points during GTW.{nl}{#00113F}If  Hard Shield buff активна, its duration becomes infinite. If Horse Riding ends, Hard Shield cancels automatically.{/}{nl}(Cannot use skills with weapon auto-swap while riding.){nl}Only Swash Buckling и Templar skills can be used while riding.
SKILL_20190802_015872	Grants  ability to block without a shield. Grants increased block when receiving damage while equipped with a dagger.{nl} buff is removed when  dagger becomes unequipped.
SKILL_20190802_015873	Дополнительный block against incoming Урон: +#{CaptionRatio}#%{nl}Длительность: 30 минут
SKILL_20190802_015874	Leap forward и stab  enemy with your dagger и apply [Slow] debuff to target for 2.5 Секунд. If  target's HP is at 50% or lower,  attack can deal up to 350% Дополнительный damage based on how low their HP is. Deals Дополнительный damage to enemies affected by  rete debuff, Iron Hook, и Arrest.
SKILL_20190802_015875	Pierce twice, then brandish your spear to deal Slash damage. At  last hit,  enemy is thrown in  air. Attacking enemies affected by  rete debuff, Iron Hook, or Arrest applies increased damage и prevents Уклонение.
SKILL_20190802_015876	Наносит урон врагу, создавая мощное Землетресение. Наносит урон врагам дважды, находящихся под действием эффекта [Летаргия].
SKILL_20190802_015877	призываемых существ a tree of ice on  ground that freezes и damages enemies nearby.{nl}(Freeze duration is halved in PvP environments.)
SKILL_20190802_015878	Множитель навыка: #{SkillFactor}#%{nl}Ice Tree Длительность: #{CaptionTime}# Секунд{nl}Consumes Cryorite x#{SpendItemCount}#
SKILL_20190802_015879	Swaps your position with that of a selected enemy.  swapped enemy becomes immobilized.{nl}Does not affect boss monsters и fixed enemies.
SKILL_20190802_015880	Targets: #{CaptionRatio}#{nl}Maximum Distance: 20{nl}Debuff Длительность: 3 Секунд
SKILL_20190802_015881	Turn you or an ally into a giant. Giant players are considered Large-type и have their HP и defense increased.{nl}{#00113F}If there is a Shoggoth among your призываемых существ when using this skill,  Shoggoth will also receive  effects of Rune of Giants for 30 Секунд.{nl}Appiles a шанс to cast Earthquake when performing jumping attacks while turned into a giant (Basic attack Урон повысится when  caster has not learned  Earthquake skill).{/}Buff skills can be used while attack skills cannot. но  following skills can be used.{nl}Swash Buckling, Energy Bolt, Lethargy, Magic Shield, Earthquake, Magic Missile, Quick Cast, Creeping Death Charm, Storm Calling, Rune of Ice, Rune of Destruction, Rune of Justice, Rune of Protection, Rune of Rock
SKILL_20190802_015882	Throw a talisman to an ally that temporarily suppresses pain. You become invulnerable to any damage while  talisman активна, но receive  accumulated damage at once when  effect ends.{nl}You can accumulate damage equal to twice  amount of your HP at maximum и invulnerability is removed when this maximum damage threshold is reached (но  player still does not receive  accumulated damage as  buff itself is still active).{nl}{#00113F}You do not receive accumulated damage while using [Shadow Pool] or [Stop: Break Time].{/}
SKILL_20190802_015883	Lay a defensive trap that damages any enemies that walk into it.{nl} trap is removed when it consumes all  number of hits.
SKILL_20190802_015884	Множитель навыка: #{SkillFactor}#% x 3{nl}Длительность: #{CaptionTime}# Секунд{nl}Number of Hits: #{CaptionRatio2}#
SKILL_20190802_015885	Множитель навыка: #{SkillFactor}#%{nl}#{CaptionRatio2}#% critical шанс against enemies under [Reveal Weak Spot] debuff{nl}Длительность: #{CaptionRatio}# Секунд
SKILL_20190802_015886	Restores  HP of a designated target.  amount of HP restored depends on  caster's healing values.{nl}Repeated casting Увеличение SP consumption that is dependent on  player's SPR stat.{nl}{#00113F}Bonus effects are повысится when  caster has advanced into certain classes ( bonus effects stack):{nl}* Priest: SP consumption уменьшится by 25, [Heal: Overload] duration уменьшится by 0.3 Секунд, Heal Factor increased by 5%{nl}* Pardoner: SP consumption уменьшится by 50{nl}* Plague Doctor: [Heal Overload] duration уменьшится by 0.7 Секунд{nl}* Kabbalist: Heal Factor increased by 10%{/}
SKILL_20190802_015887	Prevents one from becoming Incapable of Combat once.{nl}(#00113F)If [Fanaticism: Martyr] attribute активна и  character is under  Fanaticism buff,  effect of [Fanaticism: Martyr] takes precedence over Revive.{/}
SKILL_20190802_015888	Minimum critical шанс is повысится to magic attacks и also deals Дополнительный Psychokinesis damage proportional to  caster's Magic ATK. Using Psychokinesis skills grants Дополнительный damage.
SKILL_20190802_015889	Длительность: #{CaptionTime}# Секунд{nl}#{CaptionRatio}#% Дополнительный Psychokinesis property damage пропорционально magic attack{nl}#{CaptionRatio2}#% Дополнительный damage повысится to Psychokinesis property attacks{nl}Minimum Критический урон: +#{CaptionRatio3}#%
SKILL_20190802_015890	призываемых существ a magic circle that interferes with  enemy attacks. снижает damage received from enemies while inside  magic circle.
SKILL_20190802_015891	Damage Taken -#{CaptionRatio}#%{nl}Magic Circle Длительность: #{CaptionTime}# Секунд
SKILL_20190802_015892	Repeatedly shoot your pistol subweapon at enemies in front of you to deal damage. Quick и Dead attacks gain a 15% шанс to land as critical attacks.
SKILL_20190802_015893	Множитель навыка: #{SkillFactor}#% x6
SKILL_20190802_015894	Continuously attack using your dagger. A double attack with a high Критический урон may stun  enemy. Also deals Дополнительный damage when critical attacks occur when attacking from  enemy's back.
SKILL_20190802_015895	Множитель навыка: #{SkillFactor}#% x2{nl}АоЕ Радиус: #{SkillSR}#{nl}[Stun] Длительность: #{CaptionRatio2}# Секунд{nl}Critical шанс: +#{CaptionRatio}#%
SKILL_20190802_015896	снижает  Физический и magic defenses of enemies nearby.
SKILL_20190802_015897	Физический/Magic Защита: -25%{nl}Длительность: 10 секунд{nl}Targets: 5
SKILL_20190802_015898	Applies a buff to self и party members nearby that снижает  damage received in amounts proportionate to  caster's максимальный показатель НР.  amount of damage уменьшится decreases by 1% every 0.5 Секунд и  buff is removed when either  duration is over or  damage reduction reaches 0%
SKILL_20190802_015899	Received Урон: -#{CaptionRatio}#%{nl}Длительность: 20 Секунд{nl}Consumes Lensterseum x1
SKILL_20190802_015900	Увеличение  player's healing by 40% и снижает  SP cost of skills used. Also grants a buff to self и allies that reduce incoming damage by 10%
SKILL_20190802_015901	SP consumption: -#{CaptionRatio}#%{nl}[Gymas' Conviction] Длительность: 40 Секунд{nl}[Gymas' Protection] Длительность: 20 Секунд{nl}Consumes Lensterseum x1
SKILL_20190802_015902	Deals Дополнительный damage to enemies with Smugi's Counterattack.  damage dealt Увеличение depending on  target's HP amount.{nl}Damage increase effect is more effective with target's HP value и  increase ranges from a minimum of 120% to a maximum of 240%{nl}Дополнительный damage occurs ever 0.5 Секунд.
SKILL_20190802_015903	Unable to act. Увеличение minimum critical шанс by +30% with incoming Pierce attacks
SKILL_20190802_015904	Suppresses pain. Can accumulate damage up to 2x that of  player's максимальный показатель НР. Invulnerability effect is removed when this threshold is reached.
SKILL_20190802_015905	Minimum critical шанс is повысится when using magic attacks и deals Дополнительный psychokinesis damage пропорционально  caster's minimum magic attack value.
SKILL_20190802_015906	снижает damage dealt to enemies но provides a force shield with successful blocks.
SKILL_20190802_015907	Увеличение  threat value gained when attacking monsters
SKILL_20190802_015908	Great Blessing!
SKILL_20190802_015909	снижает  damage taken.
SKILL_20190802_015910	сниженно Физический/Magic Defense
SKILL_20190802_015911	Adds +1 skill level for all Magic Circle skills
SKILL_20190802_015912	High Guard: Shield
SKILL_20190802_015913	снижает damage received by 1% каждые stack. Stack decreases by -1 every 1 Секунд
SKILL_20190802_015914	Увеличение Healing by 40% и снижает  SP consumption of skills.
SKILL_20190802_015915	Deals Дополнительный damage equal to 1% of target's max. HP (damage cycle 0.5 секунд){nl}Applies effect of damage increase пропорционально  HP of  targeted enemy
